2.241088495,10.20408964,11.40757887,11.40613614,12.37948906,13.60923224,13.93766963,14.32317252,14.75712869,14.41199529,14.98848413,14.19575494,14.19600668,13.43006577,12.79922372,12.79778184,12.20812085,13.04437653,13.04592221,13.90314329,14.77341299,15.27230004,16.64937604,17.20702024,17.80058045,17.79699979,18.43756577,8.491746823,17.67542297,16.26310092
2.597706377,11.4712126,12.07069239,11.92392581,12.43266594,13.332311,13.58145097,14.02175493,14.48849927,14.44057543,15.03961226,14.86927265,15.21443293,14.75060445,14.31815889,14.16837208,13.81448033,14.17589443,13.94857263,14.36363325,14.97737054,15.16984511,16.05514049,16.71095976,17.42153,17.68101626,18.22451017,8.872408615,18.24063459,17.43727001
2.880025709,12.53264827,12.61403085,12.34883018,12.46853373,13.06978087,13.26612923,13.72901031,14.22212523,14.4086843,15.01860141,15.36458759,15.99449311,15.79994742,15.55430673,15.28070086,15.11627155,15.08687025,14.67232954,14.72352114,15.10556424,15.04400581,15.51199397,16.23704871,17.02580149,17.50822632,17.97005826,9.169244544,18.65338312,18.36904683
3.046810047,13.25264432,12.9638376,12.62851394,12.48978229,12.84704925,13.03351489,13.46710555,13.97410673,14.28793818,14.8795138,15.565235,16.37549218,16.3923658,16.31270686,15.96439739,15.91584557,15.64602175,15.11132251,14.93738637,15.13160528,14.90205155,15.08199713,15.8252228,16.62825794,17.26157778,17.66718582,9.333190347,18.81867296,18.89953003
3.103523024,13.60015888,13.10866146,12.76330253,12.51490531,12.69031251,12.91046757,13.26737292,13.77175419,14.0957876,14.62368912,15.45853645,16.32768111,16.48959202,16.54470782,16.19128297,16.18129693,15.85037431,15.26275339,15.02496853,15.08365702,14.77807734,14.82249186,15.52431186,16.2785073,16.97575079,17.35308053,9.362498989,18.73569351,19.00741205
3.093459106,13.64230682,13.09180217,12.79637288,12.56730783,12.61765108,12.89943683,13.15996931,13.64240601,13.88732606,14.30095305,15.1334064,15.95171639,16.19814521,16.34713302,16.06575914,16.03661625,15.80805466,15.21244212,15.05360272,15.02575197,14.71718553,14.76798044,15.37600394,16.04405552,16.72207241,17.09537553,9.295895351,18.49051395,18.80152691
3.073826592,13.50626248,12.9873919,12.79056578,12.66296518,12.63392471,12.9789934,13.16298392,13.60188168,13.7333585,13.99544379,14.74409284,15.43488936,15.71823561,15.91398694,15.769274,15.69778492,15.67999945,15.08930894,15.1017863,15.02395336,14.75384058,14.91618004,15.39791604,15.98118726,16.57650918,16.96422847,9.191056226,18.21573779,18.46646038
3.090435544,13.33135786,12.87527417,12.80643015,12.80566819,12.73365023,13.11655044,13.27780448,13.65077603,13.69567449,13.79995732,14.45516707,14.98370875,15.26914823,15.46426675,15.48822187,15.3879069,15.61284366,15.01457394,15.22539285,15.1176183,14.89788293,15.22738165,15.5757166,16.10901959,16.58772176,17.00430558,9.10011054,18.03617894,18.18778799
3.162132995,13.23056533,12.82378782,12.88908777,12.99040327,12.90730084,13.2841739,13.48933249,13.7765374,13.8048342,13.78300814,14.38390999,14.75475951,15.01754812,15.17163434,15.35306841,15.26466445,15.69055936,15.065321,15.43992157,15.30694348,15.13202444,15.63445537,15.86453368,16.39568725,16.75518658,17.2136868,9.05084789,18.02057414,18.08537467
3.279441861,13.27028211,12.88036712,13.06290162,13.2086279,13.1432343,13.46548906,13.76621447,13.9544124,14.04371981,13.95767783,14.55751279,14.80498211,15.03046842,15.11713435,15.4067567,15.38217687,15.91829646,15.26035145,15.72086226,15.55687162,15.41702643,16.05530632,16.19532233,16.75950802,17.02180757,17.53377789,9.038593542,18.15613765,18.1773066
3.414559459,13.46641578,13.06489789,13.32900393,13.44924279,13.42291872,13.65079547,14.06155941,14.14701237,14.34526411,14.26890682,14.90411942,15.08056386,15.26833942,15.27920329,15.60912063,15.69419856,16.23716922,15.56634023,16.01704913,15.81125277,15.70053621,16.40471776,16.48586036,17.08724665,17.28661133,17.85850896,9.031961458,18.35797871,18.38774815
3.535631395,13.79060694,13.36434842,13.66413883,13.69568234,13.71610415,13.82929184,14.32078415,14.31063789,14.61406443,14.61352915,15.28786817,15.45226918,15.62070565,15.56331713,15.87187515,16.09140133,16.55863883,15.91755964,16.27059967,16.01138526,15.9292027,16.60978759,16.6600863,17.26975593,17.44089683,18.06918443,8.991961403,18.51337216,18.59607135
3.618842395,14.18321577,13.73419037,14.02513644,13.92599265,13.9856482,13.98956336,14.50033802,14.41353509,14.76936339,14.88859685,15.57512251,15.78193696,15.96715028,15.85624678,16.1067986,16.45473591,16.80304291,16.2415365,16.43820383,16.11566378,16.06462465,16.63187154,16.6751171,17.24612235,17.41764563,18.08554897,8.896415235,18.54134254,18.70363307
3.655233944,14.57206138,14.11212544,14.36261547,14.1208753,14.20362471,14.12958397,14.58963408,14.45760673,14.78826719,15.04123667,15.69708893,15.98505005,16.23085249,16.07691785,16.26384353,16.7020977,16.92796353,16.48282435,16.5079745,16.1163527,16.09932079,16.48754586,16.54470486,17.03617096,17.22880153,17.90648682,8.756222641,18.43498404,18.68273965
3.651944721,14.89368786,14.44100839,14.6394669,14.27564443,14.36801732,14.2657989,14.6204973,14.48554283,14.72129476,15.08881223,15.67359366,16.05644143,16.39722654,16.19947317,16.34227412,16.81028734,16.93778449,16.61779753,16.50520654,16.04634782,16.06398401,16.25306722,16.34265138,16.74032448,16.96575832,17.61428128,8.613475432,18.26185751,18.58230127
3.628667087,15.11062197,14.68981824,14.84377777,14.40624595,14.50592611,14.42995964,14.65416015,14.56237164,14.66721924,15.09811513,15.58745777,16.05072326,16.49398021,16.24314437,16.3741444,16.80778853,16.87394709,16.65662915,16.48314711,15.96971328,16.01871522,16.04226775,16.17815124,16.50111281,16.7589752,17.33735056,8.522206131,18.12332661,18.49097563
3.610529362,15.21817433,14.86163597,14.98860837,14.54295055,14.65845049,14.65263192,14.75128105,14.73940828,14.72073095,15.14035566,15.53022229,16.03687388,16.55347328,16.24327959,16.39468726,16.74816258,16.79237968,16.63319497,16.50067834,15.95678382,16.02905674,15.96379526,16.15182431,16.44278721,16.71775642,17.19164671,8.522447475,18.09827576,18.48265077
